first_name,white,black,api,hispanic,native,multiple
ANATOLY,1.8698157524298692e-05,0.0,5.990405450056575e-06,0.0,0.0,0.0
ANCA,8.665004055164786e-06,0.0,0.0,0.0,0.0,0.0
ANDERS,2.371469777463804e-05,0.0,5.990944575764567e-06,0.0,0.0,0.0
ANDERSON,6.840815477772345e-06,0.00014287634592589045,4.193307776182181e-05,4.913951039143903e-05,0.0,0.0
ANDRA,2.7819260029756654e-05,5.3580784001337414e-05,0.0,0.0,0.00022594132742291708,0.0
ANDRE,0.0001555134364003159,0.0018037970684019917,0.00011980936696111687,0.00018017165285573057,0.00022595262132699508,0.00048425049840228703
ANDREA,0.0017252500333135394,0.0018484264096278943,0.00020375986570663284,0.0009826804632880547,0.0020374428834800803,0.00047950398861368294
ANDREAS,7.160051557172727e-05,2.6785034208017517e-05,1.796822120734756e-05,5.462111370250498e-06,0.0,0.0
ANDREI,3.2835914293307255e-05,1.785859446495432e-05,1.1980092065835831e-05,1.0919418004389621e-05,0.0,0.0
ANDRES,2.7820099166991463e-05,1.7861987733633413e-05,8.387657862066478e-05,0.002205799421863034,0.00022536759709575446,0.0
ANDREW,0.004652675478000406,0.0016517226426456227,0.0020128048647843895,0.0011246625993501722,0.0027194591629425865,0.0009801990497409967
ANDREY,5.0621646890597094e-05,0.0,1.1977935563003869e-05,5.458726215262939e-06,0.0,0.0
